"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.064049273E0,-3.445664644E-1,-9.824930191E0,-1.057627559E0
3.073735314E0,-4.594219327E-1,-9.820143700E0,-9.858429432E-1
3.083420731E0,-4.594219327E-1,-9.820143700E0,-9.523434043E-1
3.093107294E0,-5.359922647E-1,-9.848857880E0,-9.906286001E-1
3.102794689E0,-5.599204898E-1,-9.896714211E0,-1.091127157E0
3.112480314E0,-5.503492355E-1,-9.934999466E0,-1.153340459E0
3.122165783E0,-3.589234054E-1,-9.858428955E0,-9.236295223E-1
3.131851044E0,-2.632105052E-1,-9.853643417E0,-6.077769399E-1
3.141537867E0,-2.919243574E-1,-9.824930191E0,-6.364908218E-1
3.151223335E0,-3.780659735E-1,-9.853643417E0,-7.704889178E-1
3.160909846E0,-3.732803464E-1,-9.844072342E0,-7.513462901E-1
3.170597867E0,-4.689932466E-1,-9.829715729E0,-9.092726111E-1
3.180284221E0,-5.120640397E-1,-9.858428955E0,-9.667003751E-1
3.189970054E0,-5.312066078E-1,-9.853643417E0,-9.427721500E-1
3.199656721E0,-4.737788737E-1,-9.829715729E0,-7.992027402E-1
3.209342867E0,-4.115654826E-1,-9.848857880E0,-7.417750359E-1
3.219029898E0,-4.402793646E-1,-9.853643417E0,-9.906286001E-1
3.228717398E0,-4.594219327E-1,-9.820143700E0,-8.805587292E-1
3.238402346E0,-3.972085714E-1,-9.839286804E0,-5.790630579E-1
3.248089325E0,-4.642075896E-1,-9.863214493E0,-6.604190469E-1
3.257776617E0,-5.024927258E-1,-9.844072342E0,-5.934200287E-1
3.267462710E0,-5.551348329E-1,-9.839286804E0,-7.417750359E-1
3.277148960E0,-5.982056856E-1,-9.877572060E0,-8.518448472E-1
3.286834377E0,-5.216353536E-1,-9.839286804E0,-7.561319470E-1
3.296520679E0,-5.359922647E-1,-9.863214493E0,-8.374879360E-1
3.306205887E0,-5.120640397E-1,-9.844072342E0,-8.518448472E-1
3.315893283E0,-5.072783828E-1,-9.858428955E0,-1.019342422E0
3.325579064E0,-4.785645306E-1,-9.868000984E0,-7.896314859E-1
3.335264533E0,-4.307080805E-1,-9.853643417E0,-6.652047038E-1
3.344950783E0,-5.216353536E-1,-9.824930191E0,-8.039883971E-1
3.354637971E0,-4.977070987E-1,-9.858428955E0,-9.475577474E-1
3.364324481E0,-4.881358147E-1,-9.829715729E0,-8.997012973E-1
3.374010210E0,-4.594219327E-1,-9.820143700E0,-9.714859724E-1
3.383696252E0,-2.584248483E-1,-9.681360245E0,-8.135597110E-1
3.393381617E0,2.153540403E-1,-9.413364410E0,-4.354937077E-1
3.403067658E0,2.009970993E-1,-9.461220741E0,-3.684946895E-1
3.412753439E0,-1.244267747E-1,-9.643074989E0,-6.269195080E-1
3.422440731E0,-4.929214716E-1,-1.003071213E1,-8.614161611E-1
3.432127450E0,-6.891329288E-1,-1.031785107E1,-1.057627559E0
3.441814169E0,-5.790630579E-1,-1.014556789E1,-1.067198873E0
3.451500575E0,-2.775674164E-1,-9.863214493E0,-9.954141974E-1
3.461186564E0,-1.004985496E-1,-9.748359680E0,-7.465606928E-1
3.470871981E0,7.178468257E-2,-9.686145782E0,-4.546363056E-1
3.480558231E0,1.914258152E-1,-9.619147301E0,-5.264210105E-1
3.490246721E0,1.292124242E-1,-9.628718376E0,-5.599204898E-1
3.499934481E0,1.435693651E-1,-9.600004196E0,-6.460621357E-1
3.509621408E0,-3.349951804E-1,-9.844072342E0,-8.901300430E-1
3.519307137E0,-7.992027402E-1,-1.167218876E1,-1.512263894E0
3.528993804E0,4.785645306E-1,-9.274580956E0,-8.470591903E-1
3.538678596E0,-4.785645287E-3,-9.772287369E0,-1.038485050E0
3.548364429E0,-1.483550072E-1,-9.887143135E0,-1.186840057E0
3.558050419E0,-1.387837082E-1,-9.872786522E0,-1.110269666E0
3.567737502E0,1.052841991E-1,-9.700503349E0,-1.354337573E0
3.577425002E0,-4.594219327E-1,-1.024606609E1,-1.081555843E0
3.587111929E0,2.009970993E-1,-9.480362892E0,-7.178468257E-2
3.596798439E0,-2.823530734E-1,-9.987641335E0,-9.954141974E-1
3.606485835E0,5.742774159E-2,-9.585647583E0,-9.092726111E-1
3.616172606E0,6.699903309E-2,-9.777072906E0,-1.004985452E0
3.625859898E0,6.221338734E-2,-9.657432556E0,-6.556333899E-1
3.635546877E0,1.674975902E-1,-9.485149384E0,-4.115654826E-1
3.645232919E0,1.292124242E-1,-9.556933403E0,-5.599204898E-1
3.654920002E0,1.435693540E-2,-9.686145782E0,-6.604190469E-1
3.664605419E0,1.914258115E-2,-9.647860527E0,-7.226324677E-1
3.674291669E0,-1.789831281E0,-1.150469112E1,-2.522035122E0
3.683978387E0,3.158525825E-1,-9.738788605E0,-1.115055323E0
3.693663804E0,-2.488535494E-1,-9.891928673E0,-1.158126116E0
3.703349794E0,-2.057827413E-1,-9.882357597E0,-7.465606928E-1
3.713035783E0,-6.221338734E-2,-9.791430473E0,-4.546363056E-1
3.722722814E0,-1.627119333E-1,-9.858428955E0,-2.775674164E-1
3.732409273E0,-1.531406492E-1,-9.839286804E0,-5.024927258E-1
3.742095939E0,-1.627119333E-1,-9.848857880E0,-4.498506486E-1
3.751782450E0,-1.292124242E-1,-9.829715729E0,-2.488535494E-1
3.761470419E0,-1.387837082E-1,-9.839286804E0,-1.818545163E-1
3.771156669E0,-1.579262912E-1,-9.839286804E0,-1.962114573E-1
3.780842710E0,-1.866401732E-1,-9.882357597E0,-3.972085714E-1
3.790528023E0,-1.531406492E-1,-9.844072342E0,-6.173482537E-1
3.800215314E0,-1.627119333E-1,-9.834501266E0,-6.269195080E-1
3.809903387E0,-1.531406492E-1,-9.824930191E0,-5.024927258E-1
3.819590262E0,-1.483550072E-1,-9.834501266E0,-5.742774606E-1
3.829278596E0,-1.387837082E-1,-9.858428955E0,-8.470591903E-1
