"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.895969594E1,-1.148554832E-1,9.934999466E0,1.770688742E-1
1.896938240E1,-1.196411327E-1,9.934999466E0,1.722832322E-1
1.897906933E1,-1.339980662E-1,9.930213928E0,1.818545163E-1
1.898875573E1,-1.292124242E-1,9.934999466E0,1.770688742E-1
1.899844037E1,-1.244267747E-1,9.939785004E0,1.770688742E-1
1.900812537E1,-1.292124242E-1,9.934999466E0,1.818545163E-1
1.901781157E1,-1.292124242E-1,9.939785004E0,1.770688742E-1
1.902749761E1,-1.244267747E-1,9.920642853E0,1.770688742E-1
1.903718261E1,-1.292124242E-1,9.934999466E0,1.818545163E-1
1.904686818E1,-1.148554832E-1,9.930213928E0,1.818545163E-1
1.905655386E1,-1.292124242E-1,9.944570541E0,1.722832322E-1
1.906623855E1,-1.292124242E-1,9.949356079E0,1.770688742E-1
1.907592443E1,-1.052841991E-1,9.930213928E0,1.818545163E-1
1.908560928E1,-1.196411327E-1,9.925428391E0,1.866401732E-1
1.909529490E1,-1.148554832E-1,9.925428391E0,1.722832322E-1
1.910497969E1,-1.148554832E-1,9.915857315E0,1.770688742E-1
1.911466558E1,-1.244267747E-1,9.925428391E0,1.722832322E-1
1.912435245E1,-1.244267747E-1,9.925428391E0,1.866401732E-1
1.913403761E1,-1.339980662E-1,9.925428391E0,1.722832322E-1
1.914372287E1,-1.100698411E-1,9.930213928E0,1.722832322E-1
1.915340787E1,-1.244267747E-1,9.930213928E0,1.770688742E-1
1.916309381E1,-1.244267747E-1,9.934999466E0,1.770688742E-1
1.917277943E1,-1.435693651E-1,9.934999466E0,1.818545163E-1
1.918246402E1,-1.339980662E-1,9.915857315E0,1.770688742E-1
1.919214672E1,-1.339980662E-1,9.925428391E0,1.722832322E-1
1.920183037E1,-1.196411327E-1,9.930213928E0,1.722832322E-1
1.921151500E1,-1.196411327E-1,9.934999466E0,1.770688742E-1
1.922119907E1,-1.196411327E-1,9.934999466E0,1.722832322E-1
1.923088313E1,-1.244267747E-1,9.934999466E0,1.770688742E-1
1.924056704E1,-1.100698411E-1,9.915857315E0,1.722832322E-1
1.925025105E1,-1.196411327E-1,9.934999466E0,1.914258152E-1
1.925993605E1,-1.435693651E-1,9.949356079E0,1.818545163E-1
1.926961933E1,-1.148554832E-1,9.939785004E0,1.818545163E-1
1.927930381E1,-1.148554832E-1,9.915857315E0,1.770688742E-1
1.928898776E1,-1.292124242E-1,9.939785004E0,1.722832322E-1
1.929867157E1,-1.292124242E-1,9.920642853E0,1.818545163E-1
1.930835521E1,-1.100698411E-1,9.949356079E0,1.818545163E-1
1.931803980E1,-1.196411327E-1,9.925428391E0,1.770688742E-1
1.932772485E1,-1.052841991E-1,9.925428391E0,1.818545163E-1
1.933740985E1,-1.244267747E-1,9.934999466E0,1.818545163E-1
1.934709620E1,-1.339980662E-1,9.939785004E0,1.770688742E-1
1.935678099E1,-1.244267747E-1,9.925428391E0,1.818545163E-1
1.936646438E1,-1.292124242E-1,9.930213928E0,1.866401732E-1
1.937614813E1,-1.292124242E-1,9.944570541E0,1.818545163E-1
1.938583219E1,-1.196411327E-1,9.939785004E0,1.722832322E-1
1.939551563E1,-1.244267747E-1,9.915857315E0,1.818545163E-1
1.940519886E1,-1.244267747E-1,9.939785004E0,1.770688742E-1
1.941488344E1,-1.196411327E-1,9.920642853E0,1.722832322E-1
1.942456714E1,-1.387837082E-1,9.939785004E0,1.674975902E-1
1.943425152E1,-1.339980662E-1,9.939785004E0,1.770688742E-1
1.944393474E1,-1.100698411E-1,9.939785004E0,1.722832322E-1
1.945361829E1,-1.196411327E-1,9.930213928E0,1.818545163E-1
1.946330303E1,-1.148554832E-1,9.930213928E0,1.722832322E-1
1.947298813E1,-1.292124242E-1,9.930213928E0,1.722832322E-1
1.948267198E1,-1.196411327E-1,9.939785004E0,1.722832322E-1
1.949235636E1,-1.244267747E-1,9.934999466E0,1.818545163E-1
1.950203875E1,-1.339980662E-1,9.939785004E0,1.770688742E-1
1.951172323E1,-1.148554832E-1,9.934999466E0,1.722832322E-1
1.952140724E1,-1.244267747E-1,9.920642853E0,1.914258152E-1
1.953109089E1,-1.196411327E-1,9.930213928E0,1.818545163E-1
1.954077547E1,-1.387837082E-1,9.939785004E0,1.866401732E-1
1.955046120E1,-1.339980662E-1,9.930213928E0,1.818545163E-1
1.956014709E1,-1.148554832E-1,9.934999466E0,1.818545163E-1
1.956983292E1,-1.148554832E-1,9.930213928E0,1.770688742E-1
1.957951902E1,-1.196411327E-1,9.930213928E0,1.770688742E-1
1.958920480E1,-1.148554832E-1,9.939785004E0,1.770688742E-1
1.959889089E1,-1.148554832E-1,9.930213928E0,1.770688742E-1
1.960857485E1,-1.292124242E-1,9.920642853E0,1.770688742E-1
1.961825959E1,-1.196411327E-1,9.920642853E0,1.770688742E-1
1.962794391E1,-1.339980662E-1,9.939785004E0,1.866401732E-1
1.963762865E1,-1.244267747E-1,9.930213928E0,1.818545163E-1
1.964731396E1,-1.100698411E-1,9.925428391E0,1.770688742E-1
1.965699844E1,-1.244267747E-1,9.925428391E0,1.770688742E-1
1.966668287E1,-1.292124242E-1,9.930213928E0,1.914258152E-1
1.967636844E1,-1.196411327E-1,9.930213928E0,1.722832322E-1
1.968605433E1,-1.196411327E-1,9.925428391E0,1.722832322E-1
1.969573797E1,-1.196411327E-1,9.939785004E0,1.866401732E-1
1.970542245E1,-1.148554832E-1,9.925428391E0,1.866401732E-1
1.971510818E1,-1.244267747E-1,9.925428391E0,1.722832322E-1
1.972479214E1,-1.292124242E-1,9.934999466E0,1.770688742E-1
1.973447620E1,-1.244267747E-1,9.920642853E0,1.914258152E-1
1.974416047E1,-1.339980662E-1,9.934999466E0,1.818545163E-1
1.975384474E1,-1.292124242E-1,9.925428391E0,1.674975902E-1
1.976352907E1,-1.339980662E-1,9.920642853E0,1.579262912E-1
1.977321417E1,-1.100698411E-1,9.939785004E0,1.866401732E-1
1.978289943E1,-1.196411327E-1,9.939785004E0,1.866401732E-1
1.979258329E1,-1.244267747E-1,9.934999466E0,1.770688742E-1
1.980226829E1,-1.339980662E-1,9.920642853E0,1.770688742E-1
1.981195459E1,-1.196411327E-1,9.920642853E0,1.866401732E-1
1.982164027E1,-1.339980662E-1,9.925428391E0,1.866401732E-1
1.983132521E1,-1.292124242E-1,9.920642853E0,1.770688742E-1
1.984101052E1,-1.196411327E-1,9.939785004E0,1.818545163E-1
