"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.298010209E0,-9.963713646E0,1.914258115E-2,-4.067798555E-1
3.307695157E0,-9.978070259E0,6.221338734E-2,4.689932466E-1
3.317380782E0,-9.968499184E0,6.221338734E-2,4.402793646E-1
3.327066771E0,-9.973284721E0,6.221338734E-2,1.531406492E-1
3.336753698E0,-9.973284721E0,5.742774159E-2,1.483550072E-1
3.346439792E0,-9.982855797E0,5.742774159E-2,1.579262912E-1
3.356125730E0,-9.973284721E0,5.742774159E-2,1.579262912E-1
3.365811615E0,-9.973284721E0,5.742774159E-2,6.221338734E-2
3.375496980E0,-9.954142570E0,4.785645381E-2,2.297109663E-1
3.385183646E0,-9.973284721E0,4.307080805E-2,1.627119333E-1
3.394871823E0,-9.968499184E0,5.264209956E-2,1.148554832E-1
3.404558803E0,-9.978070259E0,4.785645381E-2,1.483550072E-1
3.414244844E0,-9.968499184E0,5.742774159E-2,1.387837082E-1
3.423931928E0,-9.968499184E0,7.178468257E-2,1.579262912E-1
3.433618021E0,-9.968499184E0,5.742774159E-2,1.292124242E-1
3.443303803E0,-9.973284721E0,3.828516230E-2,1.052841991E-1
3.452991094E0,-9.987641335E0,2.871387079E-2,4.307080805E-2
3.462677969E0,-1.001635551E1,4.785645287E-3,-7.178468257E-2
3.472363646E0,-1.008335495E1,6.221338734E-2,-5.455635786E-1
3.482049584E0,-9.911071777E0,1.914258152E-1,2.871387303E-1
3.491735678E0,-9.815358162E0,1.914258115E-2,1.009771109E0
3.501421146E0,-9.973284721E0,2.871387079E-2,1.962114573E-1
3.511106459E0,-9.978070259E0,3.828516230E-2,1.483550072E-1
3.520791511E0,-9.973284721E0,6.221338734E-2,1.196411327E-1
3.530476407E0,-9.968499184E0,3.349951655E-2,1.339980662E-1
3.540161980E0,-9.982855797E0,3.828516230E-2,1.435693651E-1
3.549847969E0,-9.978070259E0,5.264209956E-2,1.244267747E-1
3.559534063E0,-9.968499184E0,3.349951655E-2,1.292124242E-1
3.569218855E0,-9.968499184E0,4.307080805E-2,1.483550072E-1
3.578904480E0,-9.968499184E0,4.307080805E-2,1.435693651E-1
3.588590730E0,-9.968499184E0,3.828516230E-2,1.387837082E-1
3.598275313E0,-9.963713646E0,4.785645381E-2,1.339980662E-1
3.607960834E0,-9.978070259E0,4.307080805E-2,1.387837082E-1
3.617646094E0,-9.973284721E0,4.307080805E-2,1.387837082E-1
3.627331094E0,-9.973284721E0,5.742774159E-2,1.579262912E-1
3.637016771E0,-9.973284721E0,3.349951655E-2,1.292124242E-1
3.646701876E0,-9.973284721E0,3.828516230E-2,1.052841991E-1
3.656387136E0,-9.968499184E0,4.307080805E-2,1.627119333E-1
3.666072657E0,-9.968499184E0,4.307080805E-2,1.866401732E-1
3.675757292E0,-9.973284721E0,3.349951655E-2,1.052841991E-1
3.685440417E0,-9.987641335E0,6.221338734E-2,1.579262912E-1
3.695123751E0,-9.958928108E0,4.785645381E-2,1.148554832E-1
3.704808490E0,-9.963713646E0,3.828516230E-2,7.657032460E-2
